player,format,matches,innings_count,total_runs,total_balls,total_fours,total_sixes,dismissals,avg_sr,avg_boundary,avg_dot_pct,highest_score,fifties,hundreds,ducks,batting_avg,consistency,balls_bowled,runs_given,wickets,matches_bowled,dot_balls,overs_bowled,economy,bowling_avg,strike_rate_bowl,dot_pct_bowl,role,formats_played,bat_impact,bowl_impact,impact_score,cluster,pca_x,pca_y
AB Dinda,ODI,5.0,5.0,21.0,36.0,1.0,0.0,5.0,37.158,1.176,76.57000000000001,16.0,0.0,0.0,2.0,4.2,0.0,594.0,618.0,12.0,13.0,302.0,99.0,6.24,51.5,49.5,50.84,Allrounder,IPL+ODI+T20I,5.315295791978417,50.14169848613247,23.25,0.0,-3.277660642711523,0.46822900921573285
AB Dinda,T20I,,,,,,,,,,,,,,,,,180.0,249.0,17.0,9.0,84.0,30.0,8.3,14.65,10.59,46.67,Bowler,IPL+ODI+T20I,0.0,47.78936772065241,19.12,,,
AB Kamara,T20I,16.0,16.0,203.0,206.0,7.0,8.0,13.0,74.36875,5.140625,51.668125,43.0,0.0,0.0,3.0,15.62,18.75,186.0,217.0,11.0,14.0,93.0,31.0,7.0,19.73,16.91,50.0,Allrounder,T20I,17.834129747512463,50.70002643238384,30.98,1.0,-0.6326197795433645,-0.020379727823467145
AB McDonald,IPL,9.0,9.0,123.0,100.0,9.0,4.0,5.0,109.16888888888889,11.152222222222225,39.400000000000006,33.0,0.0,0.0,1.0,24.6,22.22,186.0,263.0,11.0,10.0,52.0,31.0,8.48,23.91,16.91,27.96,Allrounder,IPL,27.131663601852438,40.16544246714297,32.35,3.0,2.177621225438889,1.149956322512687
AB de Villiers,IPL,170.0,170.0,5181.0,3411.0,414.0,253.0,123.0,133.31552941176471,17.604235294117647,38.705705882352945,133.0,44.0,3.0,10.0,42.12,55.29,,,,,,,,,,,Batter,IPL+ODI+T20I,47.66504011717754,0.0,28.6,,,
AB de Villiers,ODI,213.0,213.0,9435.0,9323.0,825.0,200.0,167.0,93.36920187793427,10.41676056338028,49.04765258215962,176.0,77.0,25.0,9.0,56.5,67.14,192.0,205.0,7.0,9.0,88.0,32.0,6.41,29.29,27.43,45.83,Allrounder,IPL+ODI+T20I,50.47877383829362,49.516264513239925,50.09,2.0,2.4568388092747266,-3.0054897446711286
AB de Villiers,T20I,72.0,72.0,1591.0,1187.0,135.0,54.0,61.0,117.79041666666666,14.12152777777778,42.21305555555555,79.0,9.0,0.0,5.0,26.08,41.67,,,,,,,,,,,Batter,IPL+ODI+T20I,34.22044064747882,0.0,20.53,,,
AC Agar,ODI,18.0,18.0,322.0,388.0,28.0,4.0,13.0,76.40166666666667,6.663888888888889,54.16,48.0,0.0,0.0,3.0,24.77,33.33,1098.0,970.0,21.0,22.0,504.0,183.0,5.3,46.19,52.29,45.9,Allrounder,ODI+T20I,24.48648447629382,51.888894904285294,35.45,2.0,-0.1376449643478513,-1.236203919805213
AC Agar,T20I,28.0,28.0,277.0,273.0,19.0,9.0,21.0,86.9225,8.300714285714285,48.03928571428571,29.0,0.0,0.0,4.0,13.19,25.0,1018.0,1131.0,49.0,48.0,363.0,169.7,6.66,23.08,20.78,35.66,Allrounder,ODI+T20I,20.7852187759318,50.16772202872528,32.54,1.0,0.33793734057990155,0.4146834721651907
AC Blizzard,IPL,7.0,7.0,120.0,90.0,21.0,2.0,7.0,98.01,18.518571428571427,61.50142857142857,51.0,1.0,0.0,1.0,17.14,28.57,,,,,,,,,,,Batter,IPL,28.072379556055974,0.0,16.84,,,
AC Botha,ODI,17.0,17.0,265.0,405.0,28.0,2.0,13.0,56.14411764705883,6.084117647058824,67.43411764705881,52.0,1.0,0.0,4.0,20.38,35.29,594.0,424.0,14.0,13.0,341.0,99.0,4.28,30.29,42.43,57.41,Allrounder,ODI+T20I,21.413123238704227,58.38486773459728,36.2,2.0,-1.605925799239998,-2.092933130104138
AC Botha,T20I,6.0,6.0,75.0,81.0,10.0,0.0,5.0,87.63,11.778333333333334,58.788333333333334,28.0,0.0,0.0,1.0,15.0,33.33,96.0,90.0,8.0,5.0,45.0,16.0,5.62,11.25,12.0,46.88,Allrounder,ODI+T20I,24.522429735938076,53.11844617693287,35.96,2.0,0.0411199062019683,-0.7787707996534962
AC Cummins,ODI,,,,,,,,,,,,,,,,,180.0,181.0,4.0,4.0,105.0,30.0,6.03,45.25,45.0,58.33,Bowler,ODI,0.0,52.73015316668727,21.09,,,
AC Dawson,ODI,,,,,,,,,,,,,,,,,240.0,211.0,1.0,6.0,110.0,40.0,5.28,211.0,240.0,45.83,Bowler,ODI,0.0,36.71648558573668,14.69,,,
AC Douglas,T20I,19.0,19.0,355.0,264.0,32.0,21.0,18.0,99.36947368421052,13.512631578947367,55.92473684210526,74.0,2.0,0.0,1.0,19.72,36.84,176.0,184.0,14.0,11.0,81.0,29.3,6.28,13.14,12.57,46.02,Allrounder,T20I,28.700862755720223,51.81747619044157,37.95,2.0,0.8111556080478961,-0.8003807435025778
AC Evans,ODI,11.0,11.0,66.0,90.0,6.0,1.0,5.0,61.29909090909091,5.825454545454545,62.28909090909091,22.0,0.0,0.0,1.0,13.2,9.09,1262.0,1165.0,36.0,26.0,745.0,210.3,5.54,32.36,35.06,59.03,Allrounder,ODI+T20I,14.182460867976715,58.04098132415436,31.73,0.0,-1.9585716128636845,-0.7912762312525546
AC Evans,T20I,7.0,7.0,10.0,14.0,1.0,0.0,6.0,41.90428571428571,2.857142857142857,72.38142857142857,8.0,0.0,0.0,4.0,1.67,0.0,630.0,880.0,39.0,29.0,265.0,105.0,8.38,22.56,16.15,42.06,Allrounder,ODI+T20I,5.6437931974254685,47.56557297609063,22.41,0.0,-2.452179816941943,1.7106129950318227
AC Gilchrist,IPL,80.0,80.0,2069.0,1495.0,239.0,92.0,75.0,118.6505,19.68425,53.2125,109.0,13.0,2.0,7.0,27.59,50.0,,,,,,,,,,,Batter,IPL+ODI+T20I,39.041956694850995,0.0,23.43,,,
AC Gilchrist,ODI,118.0,118.0,4355.0,4153.0,556.0,75.0,110.0,92.91330508474576,13.49550847457627,59.92415254237288,172.0,34.0,7.0,7.0,39.59,63.56,,,,,,,,,,,Batter,IPL+ODI+T20I,42.25316296445549,0.0,25.35,,,
AC Gilchrist,T20I,13.0,13.0,272.0,192.0,27.0,13.0,12.0,123.37,18.995384615384616,48.98615384615385,48.0,0.0,0.0,0.0,22.67,53.85,,,,,,,,,,,Batter,IPL+ODI+T20I,37.3948749314454,0.0,22.44,,,
AC Thomas,IPL,,,,,,,,,,,,,,,,,315.0,416.0,14.0,15.0,133.0,52.5,7.92,29.71,22.5,42.22,Bowler,IPL,0.0,45.708730205334945,18.28,,,
AC Voges,IPL,7.0,7.0,181.0,143.0,15.0,3.0,5.0,124.41,12.447142857142856,30.52857142857143,45.0,0.0,0.0,0.0,36.2,71.43,,,,,,,,,,,Batter,IPL+ODI+T20I,42.63960317454361,0.0,25.58,,,
AC Voges,ODI,27.0,27.0,798.0,934.0,57.0,7.0,18.0,82.37333333333333,6.410370370370371,46.30148148148149,112.0,4.0,1.0,0.0,44.33,48.15,241.0,240.0,5.0,13.0,94.0,40.2,5.97,48.0,48.2,39.0,Allrounder,IPL+ODI+T20I,34.46032956032478,46.610364092732055,39.32,2.0,1.467100263298975,-1.7787549094224433
AC Voges,T20I,5.0,5.0,139.0,114.0,8.0,2.0,3.0,123.318,9.59,25.464,51.0,1.0,0.0,0.0,46.33,80.0,,,,,,,,,,,Batter,IPL+ODI+T20I,46.38902794233229,0.0,27.83,,,
ACF Stokes,T20I,9.0,9.0,25.0,45.0,0.0,1.0,7.0,32.24333333333333,0.5844444444444444,71.26555555555555,18.0,0.0,0.0,5.0,3.57,0.0,318.0,320.0,19.0,16.0,153.0,53.0,6.04,16.84,16.74,48.11,Allrounder,T20I,4.409579648165685,53.167597096518264,23.91,0.0,-3.203860525617478,0.5774400638627792
AD Dore,T20I,13.0,13.0,194.0,181.0,20.0,4.0,11.0,101.02769230769232,12.038461538461538,52.784615384615385,33.0,0.0,0.0,0.0,17.64,30.77,,,,,,,,,,,Batter,T20I,26.218909344701952,0.0,15.73,,,
AD Hales,IPL,6.0,6.0,148.0,118.0,13.0,6.0,6.0,112.82166666666666,16.74,49.82833333333334,45.0,0.0,0.0,0.0,24.67,50.0,,,,,,,,,,,Batter,IPL+ODI+T20I,35.34628060698037,0.0,21.21,,,
AD Hales,ODI,65.0,65.0,2330.0,2438.0,270.0,45.0,61.0,81.19384615384615,11.967692307692309,62.47446153846154,171.0,19.0,6.0,5.0,38.2,56.92,,,,,,,,,,,Batter,IPL+ODI+T20I,37.590355923849316,0.0,22.55,,,
AD Hales,T20I,72.0,72.0,2024.0,1452.0,220.0,69.0,64.0,118.75472222222224,17.548472222222223,47.54694444444445,116.0,13.0,1.0,5.0,31.62,52.78,,,,,,,,,,,Batter,IPL+ODI+T20I,40.01749596199954,0.0,24.01,,,
